,Algorithm,Graph name,k,Found result,Time (perf)
5682,Branching DFS Iterative,Florentine Families,3,False,1483300
5683,Branching DFS Iterative,Florentine Families,4,False,3288300
5684,Branching DFS Iterative,Florentine Families,5,False,8579600
5685,Branching DFS Iterative,Florentine Families,6,False,14843000
5686,Branching DFS Iterative,Florentine Families,7,False,23636200
5687,Branching DFS Iterative,Florentine Families,8,False,48796500
5688,Branching DFS Iterative,Florentine Families,9,False,84584900
5689,Branching DFS Iterative,Florentine Families,10,False,115525500
5690,Branching DFS Iterative,Florentine Families,11,True,3127700
5691,Branching DFS Iterative,Florentine Families,12,True,2199900
5692,Branching DFS Iterative,Florentine Families,13,True,2585200
5693,Branching DFS Iterative,Florentine Families,14,True,2301600
5694,Branching DFS Iterative,Florentine Families,15,True,2699700
5695,Branching DFS Iterative,Florentine Families,1,False,383900
5696,Branching DFS Iterative,Florentine Families,2,False,1339900
5697,Branching DFS Iterative,Florentine Families,3,False,2386200
5698,Branching DFS Iterative,Florentine Families,4,False,4651700
5699,Branching DFS Iterative,Florentine Families,5,False,9671600
5700,Branching DFS Iterative,Florentine Families,6,False,18948900
5701,Branching DFS Iterative,Florentine Families,7,False,25544000
5702,Branching DFS Iterative,Florentine Families,8,False,43473500
5703,Branching DFS Iterative,Florentine Families,9,False,55621100
5704,Branching DFS Iterative,Florentine Families,10,False,92563900
5705,Branching DFS Iterative,Florentine Families,11,True,1513500
5706,Branching DFS Iterative,Florentine Families,12,True,1937000
5707,Branching DFS Iterative,Florentine Families,13,True,1720400
5708,Branching DFS Iterative,Florentine Families,14,True,1719400
5709,Branching DFS Iterative,Florentine Families,15,True,1532200
5710,Branching DFS Iterative,Florentine Families,1,False,391400
5711,Branching DFS Iterative,Florentine Families,2,False,809000
5712,Branching DFS Iterative,Florentine Families,3,False,1915900
5713,Branching DFS Iterative,Florentine Families,4,False,4355900
5714,Branching DFS Iterative,Florentine Families,5,False,8448700
5715,Branching DFS Iterative,Florentine Families,6,False,17195100
5716,Branching DFS Iterative,Florentine Families,7,False,38011500
5717,Branching DFS Iterative,Florentine Families,8,False,64703000
5718,Branching DFS Iterative,Florentine Families,9,False,56850700
5719,Branching DFS Iterative,Florentine Families,10,False,94483900
5720,Branching DFS Iterative,Florentine Families,11,True,1494100
5721,Branching DFS Iterative,Florentine Families,12,True,1479000
5722,Branching DFS Iterative,Florentine Families,13,True,1499600
5723,Branching DFS Iterative,Florentine Families,14,True,1516400
5724,Branching DFS Iterative,Florentine Families,15,True,1516600
5725,Branching DFS Iterative,Florentine Families,1,False,295700
5726,Branching DFS Iterative,Florentine Families,2,False,714300
5727,Branching DFS Iterative,Florentine Families,3,False,1504100
5728,Branching DFS Iterative,Florentine Families,4,False,3092300
5729,Branching DFS Iterative,Florentine Families,5,False,7625700
5730,Branching DFS Iterative,Florentine Families,6,False,11661200
5731,Branching DFS Iterative,Florentine Families,7,False,18484000
5732,Branching DFS Iterative,Florentine Families,8,False,48760400
5733,Branching DFS Iterative,Florentine Families,9,False,75772800
5734,Branching DFS Iterative,Florentine Families,10,False,114267900
5735,Branching DFS Iterative,Florentine Families,11,True,2241500
5736,Branching DFS Iterative,Florentine Families,12,True,2384100
5737,Branching DFS Iterative,Florentine Families,13,True,1850700
5738,Branching DFS Iterative,Florentine Families,14,True,2270400
5739,Branching DFS Iterative,Florentine Families,15,True,1539600
5740,Branching DFS Iterative,Florentine Families,1,False,299700
5741,Branching DFS Iterative,Florentine Families,2,False,732900
5742,Branching DFS Iterative,Florentine Families,3,False,1576500
5743,Branching DFS Iterative,Florentine Families,4,False,3153800
5744,Branching DFS Iterative,Florentine Families,5,False,7161300
5745,Branching DFS Iterative,Florentine Families,6,False,12413900
5746,Branching DFS Iterative,Florentine Families,7,False,28359200
5747,Branching DFS Iterative,Florentine Families,8,False,46105900
5748,Branching DFS Iterative,Florentine Families,9,False,82584300
5749,Branching DFS Iterative,Florentine Families,10,False,145811100
5750,Branching DFS Iterative,Florentine Families,11,True,2197600
5751,Branching DFS Iterative,Florentine Families,12,True,2143300
5752,Branching DFS Iterative,Florentine Families,13,True,1806800
5753,Branching DFS Iterative,Florentine Families,14,True,1862200
5754,Branching DFS Iterative,Florentine Families,15,True,1847600
5755,Branching DFS Iterative,Florentine Families,1,False,345300
5756,Branching DFS Iterative,Florentine Families,2,False,949500
5757,Branching DFS Iterative,Florentine Families,3,False,2550300
5758,Branching DFS Iterative,Florentine Families,4,False,4013500
5759,Branching DFS Iterative,Florentine Families,5,False,7996400
5760,Branching DFS Iterative,Florentine Families,6,False,15191400
5761,Branching DFS Iterative,Florentine Families,7,False,23659300
5762,Branching DFS Iterative,Florentine Families,8,False,39036000
5763,Branching DFS Iterative,Florentine Families,9,False,72106700
5764,Branching DFS Iterative,Florentine Families,10,False,147526800
5765,Branching DFS Iterative,Florentine Families,11,True,1980000
5766,Branching DFS Iterative,Florentine Families,12,True,2452700
5767,Branching DFS Iterative,Florentine Families,13,True,2587400
5768,Branching DFS Iterative,Florentine Families,14,True,2206400
5769,Branching DFS Iterative,Florentine Families,15,True,2156400
5770,Branching DFS Iterative,Florentine Families,1,False,396600
5771,Branching DFS Iterative,Florentine Families,2,False,939900
5772,Branching DFS Iterative,Florentine Families,3,False,1943300
5773,Branching DFS Iterative,Florentine Families,4,False,4159900
5774,Branching DFS Iterative,Florentine Families,5,False,13283300
5775,Branching DFS Iterative,Florentine Families,6,False,20761500
5776,Branching DFS Iterative,Florentine Families,7,False,40383900
5777,Branching DFS Iterative,Florentine Families,8,False,80107700
5778,Branching DFS Iterative,Florentine Families,9,False,125776500
5779,Branching DFS Iterative,Florentine Families,10,False,95319200
5780,Branching DFS Iterative,Florentine Families,11,True,1492300
5781,Branching DFS Iterative,Florentine Families,12,True,1478900
5782,Branching DFS Iterative,Florentine Families,13,True,1479100
5783,Branching DFS Iterative,Florentine Families,14,True,1483600
5784,Branching DFS Iterative,Florentine Families,15,True,1484400
5785,Branching DFS Iterative,Florentine Families,1,False,294400
5786,Branching DFS Iterative,Florentine Families,2,False,720600
5787,Branching DFS Iterative,Florentine Families,3,False,1624000
5788,Branching DFS Iterative,Florentine Families,4,False,3958600
5789,Branching DFS Iterative,Florentine Families,5,False,6276100
5790,Branching DFS Iterative,Florentine Families,6,False,11999000
5791,Branching DFS Iterative,Florentine Families,7,False,18908500
5792,Branching DFS Iterative,Florentine Families,8,False,34205900
5793,Branching DFS Iterative,Florentine Families,9,False,60866800
5794,Branching DFS Iterative,Florentine Families,10,False,100632500
5795,Branching DFS Iterative,Florentine Families,11,True,1503900
5796,Branching DFS Iterative,Florentine Families,12,True,1553500
5797,Branching DFS Iterative,Florentine Families,13,True,1490500
5798,Branching DFS Iterative,Florentine Families,14,True,1497400
5799,Branching DFS Iterative,Florentine Families,15,True,1512600
5800,Branching DFS Iterative,Florentine Families,1,False,295000
5801,Branching DFS Iterative,Florentine Families,2,False,744700
5802,Branching DFS Iterative,Florentine Families,3,False,1502200
5803,Branching DFS Iterative,Florentine Families,4,False,3109000
5804,Branching DFS Iterative,Florentine Families,5,False,5619200
5805,Branching DFS Iterative,Florentine Families,6,False,13724100
5806,Branching DFS Iterative,Florentine Families,7,False,19002600
5807,Branching DFS Iterative,Florentine Families,8,False,32649300
5808,Branching DFS Iterative,Florentine Families,9,False,56869100
5809,Branching DFS Iterative,Florentine Families,10,False,98420900
5810,Branching DFS Iterative,Florentine Families,11,True,1529600
5811,Branching DFS Iterative,Florentine Families,12,True,1537700
5812,Branching DFS Iterative,Florentine Families,13,True,1553000
5813,Branching DFS Iterative,Florentine Families,14,True,1477300
5814,Branching DFS Iterative,Florentine Families,15,True,1503400
5815,Branching DFS Iterative,Florentine Families,1,False,282600
5816,Branching DFS Iterative,Florentine Families,2,False,717500
5817,Branching DFS Iterative,Florentine Families,3,False,1467300
5818,Branching DFS Iterative,Florentine Families,4,False,2885000
5819,Branching DFS Iterative,Florentine Families,5,False,7479700
5820,Branching DFS Iterative,Florentine Families,6,False,11241700
5821,Branching DFS Iterative,Florentine Families,7,False,21557000
5822,Branching DFS Iterative,Florentine Families,8,False,31440400
5823,Branching DFS Iterative,Florentine Families,9,False,53375000
5824,Branching DFS Iterative,Florentine Families,10,False,100462200
5825,Branching DFS Iterative,Florentine Families,11,True,1670900
5826,Branching DFS Iterative,Florentine Families,12,True,1640200
5827,Branching DFS Iterative,Florentine Families,13,True,1687600
5828,Branching DFS Iterative,Florentine Families,14,True,1682300
5829,Branching DFS Iterative,Florentine Families,15,True,1680700
5830,Branching DFS Iterative,Florentine Families,1,False,317100
5831,Branching DFS Iterative,Florentine Families,2,False,874000
5832,Branching DFS Iterative,Florentine Families,3,False,1723000
5833,Branching DFS Iterative,Florentine Families,4,False,3631800
5834,Branching DFS Iterative,Florentine Families,5,False,7292800
5835,Branching DFS Iterative,Florentine Families,6,False,14128900
5836,Branching DFS Iterative,Florentine Families,7,False,25597800
5837,Branching DFS Iterative,Florentine Families,8,False,44211500
5838,Branching DFS Iterative,Florentine Families,9,False,55553200
5839,Branching DFS Iterative,Florentine Families,10,False,132918600
5840,Branching DFS Iterative,Florentine Families,11,True,3288400
5841,Branching DFS Iterative,Florentine Families,12,True,3187800
5842,Branching DFS Iterative,Florentine Families,13,True,3031000
5843,Branching DFS Iterative,Florentine Families,14,True,2642100
5844,Branching DFS Iterative,Florentine Families,15,True,2653100
5845,Branching DFS Iterative,Florentine Families,1,False,339700
5846,Branching DFS Iterative,Florentine Families,2,False,1196700
5847,Branching DFS Iterative,Florentine Families,3,False,2212500
5848,Branching DFS Iterative,Florentine Families,4,False,3956400
5849,Branching DFS Iterative,Florentine Families,5,False,7511700
5850,Branching DFS Iterative,Florentine Families,6,False,12629800
5851,Branching DFS Iterative,Florentine Families,7,False,19844500
5852,Branching DFS Iterative,Florentine Families,8,False,33101500
5853,Branching DFS Iterative,Florentine Families,9,False,54197800
5854,Branching DFS Iterative,Florentine Families,10,False,96682800
5855,Branching DFS Iterative,Florentine Families,11,True,1758700
5856,Branching DFS Iterative,Florentine Families,12,True,1675600
5857,Branching DFS Iterative,Florentine Families,13,True,1663600
5858,Branching DFS Iterative,Florentine Families,14,True,1664200
5859,Branching DFS Iterative,Florentine Families,15,True,1648700
5860,Branching DFS Iterative,Florentine Families,1,False,310500
5861,Branching DFS Iterative,Florentine Families,2,False,816700
5862,Branching DFS Iterative,Florentine Families,3,False,1661400
5863,Branching DFS Iterative,Florentine Families,4,False,4877000
5864,Branching DFS Iterative,Florentine Families,5,False,7869100
5865,Branching DFS Iterative,Florentine Families,6,False,14288800
5866,Branching DFS Iterative,Florentine Families,7,False,22827100
5867,Branching DFS Iterative,Florentine Families,8,False,39913100
5868,Branching DFS Iterative,Florentine Families,9,False,59972400
5869,Branching DFS Iterative,Florentine Families,10,False,98034700
5870,Branching DFS Iterative,Florentine Families,11,True,2656300
5871,Branching DFS Iterative,Florentine Families,12,True,2795400
5872,Branching DFS Iterative,Florentine Families,13,True,2781400
5873,Branching DFS Iterative,Florentine Families,14,True,2413100
5874,Branching DFS Iterative,Florentine Families,15,True,2760900
5875,Branching DFS Iterative,Florentine Families,1,False,417700
5876,Branching DFS Iterative,Florentine Families,2,False,1344800
5877,Branching DFS Iterative,Florentine Families,3,False,2789200
5878,Branching DFS Iterative,Florentine Families,4,False,4388600
5879,Branching DFS Iterative,Florentine Families,5,False,7899800
5880,Branching DFS Iterative,Florentine Families,6,False,17565200
5881,Branching DFS Iterative,Florentine Families,7,False,29566000
5882,Branching DFS Iterative,Florentine Families,8,False,53130000
5883,Branching DFS Iterative,Florentine Families,9,False,56497300
5884,Branching DFS Iterative,Florentine Families,10,False,92286500
5885,Branching DFS Iterative,Florentine Families,11,True,1491200
5886,Branching DFS Iterative,Florentine Families,12,True,1467300
5887,Branching DFS Iterative,Florentine Families,13,True,1472900
5888,Branching DFS Iterative,Florentine Families,14,True,1477500
5889,Branching DFS Iterative,Florentine Families,15,True,1477400
