,Algorithm,Graph name,k,Found result,Time (perf)
5200,Branching DFS Recursive,Florentine Families,1,False,1297500
5201,Branching DFS Recursive,Florentine Families,2,False,2810500
5202,Branching DFS Recursive,Florentine Families,3,False,5972200
5203,Branching DFS Recursive,Florentine Families,4,False,12332800
5204,Branching DFS Recursive,Florentine Families,5,False,26787300
5205,Branching DFS Recursive,Florentine Families,6,False,29970100
5206,Branching DFS Recursive,Florentine Families,7,False,59339600
5207,Branching DFS Recursive,Florentine Families,8,True,84841200
5208,Branching DFS Recursive,Florentine Families,9,True,6293800
5209,Branching DFS Recursive,Florentine Families,10,True,4936800
5210,Branching DFS Recursive,Florentine Families,11,True,4829100
5211,Branching DFS Recursive,Florentine Families,12,True,4854000
5212,Branching DFS Recursive,Florentine Families,13,True,4909000
5213,Branching DFS Recursive,Florentine Families,14,True,4801800
5214,Branching DFS Recursive,Florentine Families,15,True,4921900
5215,Branching DFS Recursive,Florentine Families,1,False,1035600
5216,Branching DFS Recursive,Florentine Families,2,False,2763900
5217,Branching DFS Recursive,Florentine Families,3,False,4104600
5218,Branching DFS Recursive,Florentine Families,4,False,7398000
5219,Branching DFS Recursive,Florentine Families,5,False,16623200
5220,Branching DFS Recursive,Florentine Families,6,False,44250800
5221,Branching DFS Recursive,Florentine Families,7,False,75851100
5222,Branching DFS Recursive,Florentine Families,8,True,45817800
5223,Branching DFS Recursive,Florentine Families,9,True,3745600
5224,Branching DFS Recursive,Florentine Families,10,True,2941500
5225,Branching DFS Recursive,Florentine Families,11,True,2903500
5226,Branching DFS Recursive,Florentine Families,12,True,2962200
5227,Branching DFS Recursive,Florentine Families,13,True,3866500
5228,Branching DFS Recursive,Florentine Families,14,True,3665400
5229,Branching DFS Recursive,Florentine Families,15,True,4304100
5230,Branching DFS Recursive,Florentine Families,1,False,1114200
5231,Branching DFS Recursive,Florentine Families,2,False,3232600
5232,Branching DFS Recursive,Florentine Families,3,False,8146800
5233,Branching DFS Recursive,Florentine Families,4,False,9791900
5234,Branching DFS Recursive,Florentine Families,5,False,19472100
5235,Branching DFS Recursive,Florentine Families,6,False,28293900
5236,Branching DFS Recursive,Florentine Families,7,False,50879600
5237,Branching DFS Recursive,Florentine Families,8,True,46863500
5238,Branching DFS Recursive,Florentine Families,9,True,2670700
5239,Branching DFS Recursive,Florentine Families,10,True,2167700
5240,Branching DFS Recursive,Florentine Families,11,True,2099700
5241,Branching DFS Recursive,Florentine Families,12,True,1994500
5242,Branching DFS Recursive,Florentine Families,13,True,2026200
5243,Branching DFS Recursive,Florentine Families,14,True,1977300
5244,Branching DFS Recursive,Florentine Families,15,True,2064900
5245,Branching DFS Recursive,Florentine Families,1,False,671700
5246,Branching DFS Recursive,Florentine Families,2,False,1822200
5247,Branching DFS Recursive,Florentine Families,3,False,6435200
5248,Branching DFS Recursive,Florentine Families,4,False,11584000
5249,Branching DFS Recursive,Florentine Families,5,False,24392600
5250,Branching DFS Recursive,Florentine Families,6,False,31823900
5251,Branching DFS Recursive,Florentine Families,7,False,73335100
5252,Branching DFS Recursive,Florentine Families,8,True,55956400
5253,Branching DFS Recursive,Florentine Families,9,True,6012700
5254,Branching DFS Recursive,Florentine Families,10,True,4727900
5255,Branching DFS Recursive,Florentine Families,11,True,2596400
5256,Branching DFS Recursive,Florentine Families,12,True,2001300
5257,Branching DFS Recursive,Florentine Families,13,True,2062000
5258,Branching DFS Recursive,Florentine Families,14,True,2047000
5259,Branching DFS Recursive,Florentine Families,15,True,3034300
5260,Branching DFS Recursive,Florentine Families,1,False,1280000
5261,Branching DFS Recursive,Florentine Families,2,False,3278600
5262,Branching DFS Recursive,Florentine Families,3,False,7547200
5263,Branching DFS Recursive,Florentine Families,4,False,13630900
5264,Branching DFS Recursive,Florentine Families,5,False,25171400
5265,Branching DFS Recursive,Florentine Families,6,False,31852300
5266,Branching DFS Recursive,Florentine Families,7,False,67475200
5267,Branching DFS Recursive,Florentine Families,8,True,69895300
5268,Branching DFS Recursive,Florentine Families,9,True,5988800
5269,Branching DFS Recursive,Florentine Families,10,True,4640700
5270,Branching DFS Recursive,Florentine Families,11,True,4635800
5271,Branching DFS Recursive,Florentine Families,12,True,4690200
5272,Branching DFS Recursive,Florentine Families,13,True,4637000
5273,Branching DFS Recursive,Florentine Families,14,True,4658400
5274,Branching DFS Recursive,Florentine Families,15,True,4705100
5275,Branching DFS Recursive,Florentine Families,1,False,1268900
5276,Branching DFS Recursive,Florentine Families,2,False,2437600
5277,Branching DFS Recursive,Florentine Families,3,False,3340100
5278,Branching DFS Recursive,Florentine Families,4,False,6907700
5279,Branching DFS Recursive,Florentine Families,5,False,15822200
5280,Branching DFS Recursive,Florentine Families,6,False,24102600
5281,Branching DFS Recursive,Florentine Families,7,False,52080200
5282,Branching DFS Recursive,Florentine Families,8,True,52895600
5283,Branching DFS Recursive,Florentine Families,9,True,3052700
5284,Branching DFS Recursive,Florentine Families,10,True,2123700
5285,Branching DFS Recursive,Florentine Families,11,True,2068700
5286,Branching DFS Recursive,Florentine Families,12,True,2122600
5287,Branching DFS Recursive,Florentine Families,13,True,2068800
5288,Branching DFS Recursive,Florentine Families,14,True,2369500
5289,Branching DFS Recursive,Florentine Families,15,True,3015100
5290,Branching DFS Recursive,Florentine Families,1,False,1277600
5291,Branching DFS Recursive,Florentine Families,2,False,2855700
5292,Branching DFS Recursive,Florentine Families,3,False,7347200
5293,Branching DFS Recursive,Florentine Families,4,False,13559600
5294,Branching DFS Recursive,Florentine Families,5,False,17651600
5295,Branching DFS Recursive,Florentine Families,6,False,45390800
5296,Branching DFS Recursive,Florentine Families,7,False,65456200
5297,Branching DFS Recursive,Florentine Families,8,True,56444500
5298,Branching DFS Recursive,Florentine Families,9,True,3525200
5299,Branching DFS Recursive,Florentine Families,10,True,2253000
5300,Branching DFS Recursive,Florentine Families,11,True,2098100
5301,Branching DFS Recursive,Florentine Families,12,True,2137000
5302,Branching DFS Recursive,Florentine Families,13,True,2002100
5303,Branching DFS Recursive,Florentine Families,14,True,3101700
5304,Branching DFS Recursive,Florentine Families,15,True,2900700
5305,Branching DFS Recursive,Florentine Families,1,False,1313100
5306,Branching DFS Recursive,Florentine Families,2,False,2487400
5307,Branching DFS Recursive,Florentine Families,3,False,4020300
5308,Branching DFS Recursive,Florentine Families,4,False,7016000
5309,Branching DFS Recursive,Florentine Families,5,False,24609600
5310,Branching DFS Recursive,Florentine Families,6,False,31072000
5311,Branching DFS Recursive,Florentine Families,7,False,72196000
5312,Branching DFS Recursive,Florentine Families,8,True,76515200
5313,Branching DFS Recursive,Florentine Families,9,True,4991700
5314,Branching DFS Recursive,Florentine Families,10,True,4374600
5315,Branching DFS Recursive,Florentine Families,11,True,4331000
5316,Branching DFS Recursive,Florentine Families,12,True,4507000
5317,Branching DFS Recursive,Florentine Families,13,True,4806000
5318,Branching DFS Recursive,Florentine Families,14,True,4769200
5319,Branching DFS Recursive,Florentine Families,15,True,4651600
5320,Branching DFS Recursive,Florentine Families,1,False,1356200
5321,Branching DFS Recursive,Florentine Families,2,False,3844200
5322,Branching DFS Recursive,Florentine Families,3,False,6794400
5323,Branching DFS Recursive,Florentine Families,4,False,9296300
5324,Branching DFS Recursive,Florentine Families,5,False,22622600
5325,Branching DFS Recursive,Florentine Families,6,False,26602300
5326,Branching DFS Recursive,Florentine Families,7,False,57419100
5327,Branching DFS Recursive,Florentine Families,8,True,70769500
5328,Branching DFS Recursive,Florentine Families,9,True,2051700
5329,Branching DFS Recursive,Florentine Families,10,True,1992700
5330,Branching DFS Recursive,Florentine Families,11,True,2639400
5331,Branching DFS Recursive,Florentine Families,12,True,1743200
5332,Branching DFS Recursive,Florentine Families,13,True,1859900
5333,Branching DFS Recursive,Florentine Families,14,True,1850200
5334,Branching DFS Recursive,Florentine Families,15,True,1846200
5335,Branching DFS Recursive,Florentine Families,1,False,720300
5336,Branching DFS Recursive,Florentine Families,2,False,1628100
5337,Branching DFS Recursive,Florentine Families,3,False,5635900
5338,Branching DFS Recursive,Florentine Families,4,False,12287100
5339,Branching DFS Recursive,Florentine Families,5,False,12859500
5340,Branching DFS Recursive,Florentine Families,6,False,25740300
5341,Branching DFS Recursive,Florentine Families,7,False,64571700
5342,Branching DFS Recursive,Florentine Families,8,True,67110900
5343,Branching DFS Recursive,Florentine Families,9,True,2554800
5344,Branching DFS Recursive,Florentine Families,10,True,2386500
5345,Branching DFS Recursive,Florentine Families,11,True,2085300
5346,Branching DFS Recursive,Florentine Families,12,True,2190700
5347,Branching DFS Recursive,Florentine Families,13,True,2211800
5348,Branching DFS Recursive,Florentine Families,14,True,1985900
5349,Branching DFS Recursive,Florentine Families,15,True,2051500
5350,Branching DFS Recursive,Florentine Families,1,False,736000
5351,Branching DFS Recursive,Florentine Families,2,False,1720800
5352,Branching DFS Recursive,Florentine Families,3,False,3677000
5353,Branching DFS Recursive,Florentine Families,4,False,10660000
5354,Branching DFS Recursive,Florentine Families,5,False,20797600
5355,Branching DFS Recursive,Florentine Families,6,False,35120900
5356,Branching DFS Recursive,Florentine Families,7,False,85210500
5357,Branching DFS Recursive,Florentine Families,8,True,51013300
5358,Branching DFS Recursive,Florentine Families,9,True,5748700
5359,Branching DFS Recursive,Florentine Families,10,True,4760500
5360,Branching DFS Recursive,Florentine Families,11,True,3529400
5361,Branching DFS Recursive,Florentine Families,12,True,2446600
5362,Branching DFS Recursive,Florentine Families,13,True,2185400
5363,Branching DFS Recursive,Florentine Families,14,True,2008000
5364,Branching DFS Recursive,Florentine Families,15,True,2148000
5365,Branching DFS Recursive,Florentine Families,1,False,1211900
5366,Branching DFS Recursive,Florentine Families,2,False,3346900
5367,Branching DFS Recursive,Florentine Families,3,False,3783100
5368,Branching DFS Recursive,Florentine Families,4,False,7480100
5369,Branching DFS Recursive,Florentine Families,5,False,21857300
5370,Branching DFS Recursive,Florentine Families,6,False,33307300
5371,Branching DFS Recursive,Florentine Families,7,False,65832600
5372,Branching DFS Recursive,Florentine Families,8,True,59668600
5373,Branching DFS Recursive,Florentine Families,9,True,3784900
5374,Branching DFS Recursive,Florentine Families,10,True,2424200
5375,Branching DFS Recursive,Florentine Families,11,True,4016500
5376,Branching DFS Recursive,Florentine Families,12,True,4051100
5377,Branching DFS Recursive,Florentine Families,13,True,3913100
5378,Branching DFS Recursive,Florentine Families,14,True,4132900
5379,Branching DFS Recursive,Florentine Families,15,True,4215300
5380,Branching DFS Recursive,Florentine Families,1,False,1226500
5381,Branching DFS Recursive,Florentine Families,2,False,3498500
5382,Branching DFS Recursive,Florentine Families,3,False,4927000
5383,Branching DFS Recursive,Florentine Families,4,False,12816400
5384,Branching DFS Recursive,Florentine Families,5,False,21331800
5385,Branching DFS Recursive,Florentine Families,6,False,22930800
5386,Branching DFS Recursive,Florentine Families,7,False,55752100
5387,Branching DFS Recursive,Florentine Families,8,True,79310000
5388,Branching DFS Recursive,Florentine Families,9,True,6409800
5389,Branching DFS Recursive,Florentine Families,10,True,5023300
5390,Branching DFS Recursive,Florentine Families,11,True,4968200
5391,Branching DFS Recursive,Florentine Families,12,True,5081100
5392,Branching DFS Recursive,Florentine Families,13,True,2787300
5393,Branching DFS Recursive,Florentine Families,14,True,2637200
5394,Branching DFS Recursive,Florentine Families,15,True,2423100
5395,Branching DFS Recursive,Florentine Families,1,False,746200
5396,Branching DFS Recursive,Florentine Families,2,False,1727100
5397,Branching DFS Recursive,Florentine Families,3,False,5570300
5398,Branching DFS Recursive,Florentine Families,4,False,7295700
5399,Branching DFS Recursive,Florentine Families,5,False,24736700
5400,Branching DFS Recursive,Florentine Families,6,False,43906900
5401,Branching DFS Recursive,Florentine Families,7,False,46336500
5402,Branching DFS Recursive,Florentine Families,8,True,65713700
5403,Branching DFS Recursive,Florentine Families,9,True,6278400
5404,Branching DFS Recursive,Florentine Families,10,True,4910700
5405,Branching DFS Recursive,Florentine Families,11,True,4894100
5406,Branching DFS Recursive,Florentine Families,12,True,4930100
5407,Branching DFS Recursive,Florentine Families,13,True,4907400
5408,Branching DFS Recursive,Florentine Families,14,True,4990800
5409,Branching DFS Recursive,Florentine Families,15,True,4886300
5410,Branching DFS Recursive,Florentine Families,1,False,1497100
5411,Branching DFS Recursive,Florentine Families,2,False,3961000
5412,Branching DFS Recursive,Florentine Families,3,False,8201100
5413,Branching DFS Recursive,Florentine Families,4,False,9988900
5414,Branching DFS Recursive,Florentine Families,5,False,17522100
5415,Branching DFS Recursive,Florentine Families,6,False,22883100
5416,Branching DFS Recursive,Florentine Families,7,False,51691500
5417,Branching DFS Recursive,Florentine Families,8,True,61248300
5418,Branching DFS Recursive,Florentine Families,9,True,1555500
5419,Branching DFS Recursive,Florentine Families,10,True,1736300
5420,Branching DFS Recursive,Florentine Families,11,True,1931200
5421,Branching DFS Recursive,Florentine Families,12,True,1583200
5422,Branching DFS Recursive,Florentine Families,13,True,1171400
5423,Branching DFS Recursive,Florentine Families,14,True,1968600
5424,Branching DFS Recursive,Florentine Families,15,True,2176600
5425,Branching DFS Recursive,Florentine Families,1,False,681100
5426,Branching DFS Recursive,Florentine Families,2,False,3088900
5427,Branching DFS Recursive,Florentine Families,3,False,4400200
5428,Branching DFS Recursive,Florentine Families,4,False,9056600
5429,Branching DFS Recursive,Florentine Families,5,False,24973000
5430,Branching DFS Recursive,Florentine Families,6,False,35260500
5431,Branching DFS Recursive,Florentine Families,7,False,80886600
5432,Branching DFS Recursive,Florentine Families,8,True,77351800
5433,Branching DFS Recursive,Florentine Families,9,True,6651900
5434,Branching DFS Recursive,Florentine Families,10,True,4419200
5435,Branching DFS Recursive,Florentine Families,11,True,4702000
5436,Branching DFS Recursive,Florentine Families,12,True,4851100
5437,Branching DFS Recursive,Florentine Families,13,True,4823200
5438,Branching DFS Recursive,Florentine Families,14,True,4758800
5439,Branching DFS Recursive,Florentine Families,15,True,4708100
5440,Branching DFS Recursive,Florentine Families,1,False,1467800
5441,Branching DFS Recursive,Florentine Families,2,False,3704900
5442,Branching DFS Recursive,Florentine Families,3,False,6264000
5443,Branching DFS Recursive,Florentine Families,4,False,7334400
5444,Branching DFS Recursive,Florentine Families,5,False,22717800
5445,Branching DFS Recursive,Florentine Families,6,False,42049300
5446,Branching DFS Recursive,Florentine Families,7,False,85861300
5447,Branching DFS Recursive,Florentine Families,8,True,58207700
5448,Branching DFS Recursive,Florentine Families,9,True,4913000
5449,Branching DFS Recursive,Florentine Families,10,True,3745100
5450,Branching DFS Recursive,Florentine Families,11,True,3686500
5451,Branching DFS Recursive,Florentine Families,12,True,3707400
5452,Branching DFS Recursive,Florentine Families,13,True,3749900
5453,Branching DFS Recursive,Florentine Families,14,True,3730200
5454,Branching DFS Recursive,Florentine Families,15,True,3760100
5455,Branching DFS Recursive,Florentine Families,1,False,1202900
5456,Branching DFS Recursive,Florentine Families,2,False,2950800
5457,Branching DFS Recursive,Florentine Families,3,False,4493600
5458,Branching DFS Recursive,Florentine Families,4,False,6805900
5459,Branching DFS Recursive,Florentine Families,5,False,12056900
5460,Branching DFS Recursive,Florentine Families,6,False,35830700
5461,Branching DFS Recursive,Florentine Families,7,False,82111000
5462,Branching DFS Recursive,Florentine Families,8,True,87510500
5463,Branching DFS Recursive,Florentine Families,9,True,6224100
5464,Branching DFS Recursive,Florentine Families,10,True,4848800
5465,Branching DFS Recursive,Florentine Families,11,True,4670800
5466,Branching DFS Recursive,Florentine Families,12,True,4337500
5467,Branching DFS Recursive,Florentine Families,13,True,3315100
5468,Branching DFS Recursive,Florentine Families,14,True,3088200
5469,Branching DFS Recursive,Florentine Families,15,True,3650900
5470,Branching DFS Recursive,Florentine Families,1,False,773900
5471,Branching DFS Recursive,Florentine Families,2,False,1875700
5472,Branching DFS Recursive,Florentine Families,3,False,5050100
5473,Branching DFS Recursive,Florentine Families,4,False,12209400
5474,Branching DFS Recursive,Florentine Families,5,False,19082700
5475,Branching DFS Recursive,Florentine Families,6,False,25796500
5476,Branching DFS Recursive,Florentine Families,7,False,48605600
5477,Branching DFS Recursive,Florentine Families,8,True,66660600
5478,Branching DFS Recursive,Florentine Families,9,True,5966000
5479,Branching DFS Recursive,Florentine Families,10,True,4645300
5480,Branching DFS Recursive,Florentine Families,11,True,4907300
5481,Branching DFS Recursive,Florentine Families,12,True,4878600
5482,Branching DFS Recursive,Florentine Families,13,True,4858900
5483,Branching DFS Recursive,Florentine Families,14,True,4635100
5484,Branching DFS Recursive,Florentine Families,15,True,3432900
5485,Branching DFS Recursive,Florentine Families,1,False,915600
5486,Branching DFS Recursive,Florentine Families,2,False,1650100
5487,Branching DFS Recursive,Florentine Families,3,False,3522000
5488,Branching DFS Recursive,Florentine Families,4,False,8293200
5489,Branching DFS Recursive,Florentine Families,5,False,27224500
5490,Branching DFS Recursive,Florentine Families,6,False,36566000
5491,Branching DFS Recursive,Florentine Families,7,False,54531600
5492,Branching DFS Recursive,Florentine Families,8,True,80963400
5493,Branching DFS Recursive,Florentine Families,9,True,5334300
5494,Branching DFS Recursive,Florentine Families,10,True,2986000
5495,Branching DFS Recursive,Florentine Families,11,True,2448400
5496,Branching DFS Recursive,Florentine Families,12,True,2116700
5497,Branching DFS Recursive,Florentine Families,13,True,2467500
5498,Branching DFS Recursive,Florentine Families,14,True,2981800
5499,Branching DFS Recursive,Florentine Families,15,True,2770500
5500,Branching DFS Iterative,Florentine Families,1,False,1354200
5501,Branching DFS Iterative,Florentine Families,2,False,3983500
5502,Branching DFS Iterative,Florentine Families,3,False,7757200
5503,Branching DFS Iterative,Florentine Families,4,False,10183800
5504,Branching DFS Iterative,Florentine Families,5,False,24643700
5505,Branching DFS Iterative,Florentine Families,6,False,43930200
5506,Branching DFS Iterative,Florentine Families,7,False,78069700
5507,Branching DFS Iterative,Florentine Families,8,False,114521600
5508,Branching DFS Iterative,Florentine Families,9,False,220614900
5509,Branching DFS Iterative,Florentine Families,10,False,401557000
5510,Branching DFS Iterative,Florentine Families,11,True,6725000
5511,Branching DFS Iterative,Florentine Families,12,True,3826500
5512,Branching DFS Iterative,Florentine Families,13,True,3338000
5513,Branching DFS Iterative,Florentine Families,14,True,3967300
5514,Branching DFS Iterative,Florentine Families,15,True,3447700
5515,Branching DFS Iterative,Florentine Families,1,False,604400
5516,Branching DFS Iterative,Florentine Families,2,False,2504400
5517,Branching DFS Iterative,Florentine Families,3,False,4313100
5518,Branching DFS Iterative,Florentine Families,4,False,9771700
5519,Branching DFS Iterative,Florentine Families,5,False,19473900
5520,Branching DFS Iterative,Florentine Families,6,False,35255900
5521,Branching DFS Iterative,Florentine Families,7,False,68594500
5522,Branching DFS Iterative,Florentine Families,8,False,114084800
5523,Branching DFS Iterative,Florentine Families,9,False,239524700
5524,Branching DFS Iterative,Florentine Families,10,False,379018700
5525,Branching DFS Iterative,Florentine Families,11,True,8437100
5526,Branching DFS Iterative,Florentine Families,12,True,8389300
5527,Branching DFS Iterative,Florentine Families,13,True,7811600
5528,Branching DFS Iterative,Florentine Families,14,True,6084900
5529,Branching DFS Iterative,Florentine Families,15,True,3456700
5530,Branching DFS Iterative,Florentine Families,1,False,596900
5531,Branching DFS Iterative,Florentine Families,2,False,1676500
5532,Branching DFS Iterative,Florentine Families,3,False,3913100
5533,Branching DFS Iterative,Florentine Families,4,False,8120700
5534,Branching DFS Iterative,Florentine Families,5,False,12740300
5535,Branching DFS Iterative,Florentine Families,6,False,47702800
5536,Branching DFS Iterative,Florentine Families,7,False,61501100
5537,Branching DFS Iterative,Florentine Families,8,False,142243600
5538,Branching DFS Iterative,Florentine Families,9,False,174816000
5539,Branching DFS Iterative,Florentine Families,10,False,373938200
5540,Branching DFS Iterative,Florentine Families,11,True,2840100
5541,Branching DFS Iterative,Florentine Families,12,True,2875600
5542,Branching DFS Iterative,Florentine Families,13,True,3665900
5543,Branching DFS Iterative,Florentine Families,14,True,3514000
5544,Branching DFS Iterative,Florentine Families,15,True,3655000
5545,Branching DFS Iterative,Florentine Families,1,False,1074200
5546,Branching DFS Iterative,Florentine Families,2,False,2727800
5547,Branching DFS Iterative,Florentine Families,3,False,4588700
5548,Branching DFS Iterative,Florentine Families,4,False,8476900
5549,Branching DFS Iterative,Florentine Families,5,False,14728500
5550,Branching DFS Iterative,Florentine Families,6,False,45285600
5551,Branching DFS Iterative,Florentine Families,7,False,89485700
5552,Branching DFS Iterative,Florentine Families,8,False,78798900
5553,Branching DFS Iterative,Florentine Families,9,False,234421100
5554,Branching DFS Iterative,Florentine Families,10,False,435646200
5555,Branching DFS Iterative,Florentine Families,11,True,3828400
5556,Branching DFS Iterative,Florentine Families,12,True,3755400
5557,Branching DFS Iterative,Florentine Families,13,True,3324100
5558,Branching DFS Iterative,Florentine Families,14,True,4019600
5559,Branching DFS Iterative,Florentine Families,15,True,4864500
5560,Branching DFS Iterative,Florentine Families,1,False,596200
5561,Branching DFS Iterative,Florentine Families,2,False,2674100
5562,Branching DFS Iterative,Florentine Families,3,False,6467900
5563,Branching DFS Iterative,Florentine Families,4,False,12186800
5564,Branching DFS Iterative,Florentine Families,5,False,19809200
5565,Branching DFS Iterative,Florentine Families,6,False,33008900
5566,Branching DFS Iterative,Florentine Families,7,False,48450700
5567,Branching DFS Iterative,Florentine Families,8,False,92530400
5568,Branching DFS Iterative,Florentine Families,9,False,175413200
5569,Branching DFS Iterative,Florentine Families,10,False,347739900
5570,Branching DFS Iterative,Florentine Families,11,True,7098800
5571,Branching DFS Iterative,Florentine Families,12,True,7200500
5572,Branching DFS Iterative,Florentine Families,13,True,6918500
5573,Branching DFS Iterative,Florentine Families,14,True,7180900
5574,Branching DFS Iterative,Florentine Families,15,True,7011700
5575,Branching DFS Iterative,Florentine Families,1,False,869100
5576,Branching DFS Iterative,Florentine Families,2,False,2319000
5577,Branching DFS Iterative,Florentine Families,3,False,4042400
5578,Branching DFS Iterative,Florentine Families,4,False,8365400
5579,Branching DFS Iterative,Florentine Families,5,False,19857400
5580,Branching DFS Iterative,Florentine Families,6,False,43793400
5581,Branching DFS Iterative,Florentine Families,7,False,72532100
5582,Branching DFS Iterative,Florentine Families,8,False,130895700
5583,Branching DFS Iterative,Florentine Families,9,False,187111700
5584,Branching DFS Iterative,Florentine Families,10,False,265816300
5585,Branching DFS Iterative,Florentine Families,11,True,3676800
5586,Branching DFS Iterative,Florentine Families,12,True,3937600
5587,Branching DFS Iterative,Florentine Families,13,True,3751200
5588,Branching DFS Iterative,Florentine Families,14,True,3887000
5589,Branching DFS Iterative,Florentine Families,15,True,3884300
5590,Branching DFS Iterative,Florentine Families,1,False,707000
5591,Branching DFS Iterative,Florentine Families,2,False,2239700
5592,Branching DFS Iterative,Florentine Families,3,False,5300600
5593,Branching DFS Iterative,Florentine Families,4,False,9576300
5594,Branching DFS Iterative,Florentine Families,5,False,14010400
5595,Branching DFS Iterative,Florentine Families,6,False,27398700
5596,Branching DFS Iterative,Florentine Families,7,False,59429100
5597,Branching DFS Iterative,Florentine Families,8,False,125589300
5598,Branching DFS Iterative,Florentine Families,9,False,265328000
5599,Branching DFS Iterative,Florentine Families,10,False,304455200
5600,Branching DFS Iterative,Florentine Families,11,True,3476800
5601,Branching DFS Iterative,Florentine Families,12,True,3787400
5602,Branching DFS Iterative,Florentine Families,13,True,5098600
5603,Branching DFS Iterative,Florentine Families,14,True,7105800
5604,Branching DFS Iterative,Florentine Families,15,True,7015900
5605,Branching DFS Iterative,Florentine Families,1,False,1256200
5606,Branching DFS Iterative,Florentine Families,2,False,3377000
5607,Branching DFS Iterative,Florentine Families,3,False,7643200
5608,Branching DFS Iterative,Florentine Families,4,False,13836700
5609,Branching DFS Iterative,Florentine Families,5,False,21366600
5610,Branching DFS Iterative,Florentine Families,6,False,37726000
5611,Branching DFS Iterative,Florentine Families,7,False,56064300
5612,Branching DFS Iterative,Florentine Families,8,False,129267600
5613,Branching DFS Iterative,Florentine Families,9,False,229085800
5614,Branching DFS Iterative,Florentine Families,10,False,348789500
5615,Branching DFS Iterative,Florentine Families,11,True,7769200
5616,Branching DFS Iterative,Florentine Families,12,True,7557500
5617,Branching DFS Iterative,Florentine Families,13,True,6890500
5618,Branching DFS Iterative,Florentine Families,14,True,4763400
5619,Branching DFS Iterative,Florentine Families,15,True,5200300
5620,Branching DFS Iterative,Florentine Families,1,False,892500
5621,Branching DFS Iterative,Florentine Families,2,False,2338800
5622,Branching DFS Iterative,Florentine Families,3,False,6500800
5623,Branching DFS Iterative,Florentine Families,4,False,10684000
5624,Branching DFS Iterative,Florentine Families,5,False,23310800
5625,Branching DFS Iterative,Florentine Families,6,False,40931600
5626,Branching DFS Iterative,Florentine Families,7,False,63452300
5627,Branching DFS Iterative,Florentine Families,8,False,122110700
5628,Branching DFS Iterative,Florentine Families,9,False,206353900
5629,Branching DFS Iterative,Florentine Families,10,False,221779400
5630,Branching DFS Iterative,Florentine Families,11,True,3591000
5631,Branching DFS Iterative,Florentine Families,12,True,2412900
5632,Branching DFS Iterative,Florentine Families,13,True,1954900
5633,Branching DFS Iterative,Florentine Families,14,True,2410800
5634,Branching DFS Iterative,Florentine Families,15,True,3160800
5635,Branching DFS Iterative,Florentine Families,1,False,775600
5636,Branching DFS Iterative,Florentine Families,2,False,1452700
5637,Branching DFS Iterative,Florentine Families,3,False,3430400
5638,Branching DFS Iterative,Florentine Families,4,False,7018400
5639,Branching DFS Iterative,Florentine Families,5,False,9757200
5640,Branching DFS Iterative,Florentine Families,6,False,15903000
5641,Branching DFS Iterative,Florentine Families,7,False,35896900
5642,Branching DFS Iterative,Florentine Families,8,False,64522400
5643,Branching DFS Iterative,Florentine Families,9,False,95266800
5644,Branching DFS Iterative,Florentine Families,10,False,122235700
5645,Branching DFS Iterative,Florentine Families,11,True,1800500
5646,Branching DFS Iterative,Florentine Families,12,True,1498200
5647,Branching DFS Iterative,Florentine Families,13,True,1486800
5648,Branching DFS Iterative,Florentine Families,14,True,1489100
5649,Branching DFS Iterative,Florentine Families,15,True,1486800
5650,Branching DFS Iterative,Florentine Families,1,False,291200
5651,Branching DFS Iterative,Florentine Families,2,False,719600
5652,Branching DFS Iterative,Florentine Families,3,False,1469200
5653,Branching DFS Iterative,Florentine Families,4,False,2807500
5654,Branching DFS Iterative,Florentine Families,5,False,6486200
5655,Branching DFS Iterative,Florentine Families,6,False,10491000
5656,Branching DFS Iterative,Florentine Families,7,False,24071700
5657,Branching DFS Iterative,Florentine Families,8,False,35620600
5658,Branching DFS Iterative,Florentine Families,9,False,61052500
5659,Branching DFS Iterative,Florentine Families,10,False,117288900
5660,Branching DFS Iterative,Florentine Families,11,True,2676000
5661,Branching DFS Iterative,Florentine Families,12,True,2658700
5662,Branching DFS Iterative,Florentine Families,13,True,1978700
5663,Branching DFS Iterative,Florentine Families,14,True,1976000
5664,Branching DFS Iterative,Florentine Families,15,True,1775800
5665,Branching DFS Iterative,Florentine Families,1,False,362300
5666,Branching DFS Iterative,Florentine Families,2,False,956800
5667,Branching DFS Iterative,Florentine Families,3,False,3565900
5668,Branching DFS Iterative,Florentine Families,4,False,4683000
5669,Branching DFS Iterative,Florentine Families,5,False,10792200
5670,Branching DFS Iterative,Florentine Families,6,False,14381600
5671,Branching DFS Iterative,Florentine Families,7,False,22175100
5672,Branching DFS Iterative,Florentine Families,8,False,49041500
5673,Branching DFS Iterative,Florentine Families,9,False,64281000
5674,Branching DFS Iterative,Florentine Families,10,False,106517100
5675,Branching DFS Iterative,Florentine Families,11,True,2236700
5676,Branching DFS Iterative,Florentine Families,12,True,1527400
5677,Branching DFS Iterative,Florentine Families,13,True,2149800
5678,Branching DFS Iterative,Florentine Families,14,True,2066500
5679,Branching DFS Iterative,Florentine Families,15,True,2435900
5680,Branching DFS Iterative,Florentine Families,1,False,292500
5681,Branching DFS Iterative,Florentine Families,2,False,717100
